author,comment,date_time,sentiment,sentiment_score
@KPOPMAFIA_143,It&#39;s not luda it&#39;s ruda,2023-04-20T08:05:24Z,Neutral 😐,0.0
@geenie_kim,와 파리 ㅜㅜ 꼭 한번 가보고 싶은 곳이예요 부럽다 루다..🥰🥰,2023-04-20T08:01:50Z,Neutral 😐,0.0
@rloxx,루다 너무 이뻐 귀여워 🫶,2023-04-20T07:37:07Z,Neutral 😐,0.0
@catherineboucher2491,"Je suis française et fan de votre famille, pour ruda, vous pouvez demander dans les restaurants une petite cuillère, c est comme les cuillères pour enfants 😊",2023-04-20T06:57:40Z,Neutral 😐,0.0
@ARSone_The,Вы все за закрытый глаз ЗАПЛАТИТЕ,2023-04-20T06:25:51Z,Neutral 😐,0.0
@gorflunk,"That carousel was just the ticket to bring Ruda back from the grumps.  Great job, MJ &amp; KJ, and thanks for the smiles.",2023-04-20T06:20:01Z,Positive 😊,0.333
@LaraA55,"@Real Couple Oh wow, Ruda is now jetsetting ✈away with mum and dad in France, my dream country to visit.🤗 Poor Ruda, the jetlag got the best of her and I know she didn&#39;t mean what she said to K.J. Little ones to tend to get like that.😇<br><br>Ruda is going to melt everyone&#39;s heart in France as she is such a foodie, loves her bread🥖 and is a fashionista. I am not surprised that she chose a pink flamingo top👚 and  sparkly swimsuit. 🩱<br><br>The french meal looked so amazing and my mouth was watering,😛<br><br>I can&#39;t wait to see her walk around in her Korean national costume. Everyone will adore her. How she tried to say bonjour was far too much cuteness.🥰 And you can tell how she really loved her ride on the little merry go round by shouting yeahhhh. And too funny that she cared about balloons than the Eiffel tower.🗼 Gosh, I can&#39;t wait to watch more of Ruda&#39;s adventures in France.🤗",2023-04-20T05:46:40Z,Positive 😊,0.123
@viviengerasmia7027,"<a href=""UCkszU2WH9gy1mb0dV-11UJg/dv90XtfhAurw8gTgzar4DA""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/dv90XtfhAurw8gTgzar4DA""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/dv90XtfhAurw8gTgzar4DA""></a>",2023-04-20T05:38:36Z,Neutral 😐,0.0
@pbiloni,"pobrecilla estaba con mucho sueño, que disfruten sus aventuras por la france",2023-04-20T05:20:35Z,Neutral 😐,0.0
@sang-hyeonlee5966,아가들 아빠한테 삐지면 &quot;아빠랑 안놀아~&quot;ㅠㅠ 하는건 다 똑같네요ㅎㅎ귀여운 우리 루다 프랑스에서도 행복한 시간 보내구와❤ 민정경진님도 피곤하시겠지만 좋은 시간 되시길 바라요🤗,2023-04-20T05:10:08Z,Neutral 😐,0.0
@cheekie993,Oh my goodness! That merry go round is amazing.,2023-04-20T04:59:02Z,Positive 😊,0.2
@진짜싫다-l5u,루다야ㅠㅠㅠㅠ이모 심장 부셔져ㅠㅠㅠ,2023-04-20T04:56:56Z,Neutral 😐,0.0
@amandagardner2695,"Oh!  I love when “we” unexpectedly get to go on a trip with “our” family 🤗 Oui, sweet Ruda! Cant wait to see what my favorite family gets up to in wonderful, beautiful France 🇫🇷 ❤❤❤",2023-04-20T03:57:35Z,Positive 😊,0.565
@karenguemes8380,1ero amamos a Ruda 🇦🇷💖<br>2do Francia.,2023-04-20T03:53:53Z,Neutral 😐,0.0
@amjadalharbi6255,رودا🤍🤍🤍🤍,2023-04-20T03:48:50Z,Neutral 😐,0.0
@yolandaroldan2860,¡Amo a Ruda! ❤😍🥰😘,2023-04-20T03:45:15Z,Neutral 😐,0.0
@뒤죽박죽_소영세상,시차적응에 피곤하셨을텐데 영상 빨리 올려쥬셔서 감사한 마음으로 봤습미다!<br>천천히 올려주셔도 되니 무리 하지 마셔요!<br>남은 기간은 행복하게만 지내시길!!🇫🇷,2023-04-20T03:28:03Z,Neutral 😐,0.0
@gertie2454,I&#39;m curious about how you pay for all of these trips?  Ruda is a very lucky girl to be able to travel around the world.,2023-04-20T03:24:36Z,Positive 😊,0.278
@aurucoco4625,"진정부부님께는 죄송한 말씀이지만.. 심통부리는 루다도 넘넘 귀여워요 ㅋㅋ 찡찡대는 모습이 오히려 더 애기애기하네요❤  <a href=""https://www.youtube.com/watch?v=BhWQO75zRd0&amp;t=721"">12:01</a> <a href=""https://www.youtube.com/watch?v=BhWQO75zRd0&amp;t=729"">12:09</a> <a href=""https://www.youtube.com/watch?v=BhWQO75zRd0&amp;t=731"">12:11</a> 어쩜... 루다가 너무 예쁘고 사랑스러워서 이모 잠깐 천국갔다왔어 ㅋㅋㅋ 저 야무진 제스춰 좀 보세요, 전문 cf모델 아니냐고요~~ 이번에도 루다의 사랑스럽고 다양한 모습 보여주셔서 감사합니다😍 입삐쭉삐쭉거리는 루다도 알라뷰💚💛💙❤",2023-04-20T03:02:29Z,Neutral 😐,0.0
@msajithabegam3550,🤗❤️😍😘🇱🇰,2023-04-20T02:59:19Z,Neutral 😐,0.0
@elianaplaza2385,Vengan a Chile...sudamérica..todo es tan hermoso  acá...!!!,2023-04-20T02:56:50Z,Neutral 😐,0.0
@c.a.b.7362,"Lee Ruda, the Globe Trotter! ❤❤❤",2023-04-20T02:45:43Z,Neutral 😐,0.0
@zeeniilee,삐순이래요~~삐순이래요~~~ 루다공주는~~ 삐순이래요~~😂😂😂😂 어쩜 저리 사랑스러울까요 ㅎㅎㅎㅎㅎ,2023-04-20T02:44:07Z,Neutral 😐,0.0
@Thesmallduckie,현지어를 간단하게라도 시키시는 모습이 존중하는 마음 가르치시는 것 같아 좋아요! 루다 아가 너무 착하고 사랑스러워요,2023-04-20T02:23:34Z,Neutral 😐,0.0
@김태희-x5s,해외자주가는구나,2023-04-20T02:01:00Z,Neutral 😐,0.0
@peachyvines,"Ruda’s adventures, she really Is doing so well with the traveling.",2023-04-20T01:51:57Z,Positive 😊,0.2
@디디똥,우와 민정님 살 많이 빼신것같아요!!,2023-04-20T01:31:56Z,Neutral 😐,0.0
@thehateyo,Fransa&#39;ya gidicegonizi bilmiyordum <br>Rudaa ve baba arasındaki tatlı atışmalara bayılıyorum yaaa çok tatlılar,2023-04-20T01:27:04Z,Neutral 😐,0.0
@natalyaromantic1424,Бедный ребёнок устал от бесконечных поездок и путешествий родителей. Руде тоже хочется отдохнуть дома,2023-04-20T01:11:45Z,Neutral 😐,0.0
@니냐뇨-w6l,루루와 관련된 일은 항상 진심인 루다 ㅠㅠㅋㅋ,2023-04-20T01:11:03Z,Neutral 😐,0.0
@손명화-v2v,휴 ~다행이다ㆍ,2023-04-20T01:09:06Z,Neutral 😐,0.0
@손명화-v2v,루루  안전밸트 ^^축축해지면~~~루다 는 항상^^깜놀래요.루다  걱정되니까 올리지말라고 했잖아ᆢ루다는 다 생각이 있답니다ㆍ루다 찐 많이 커버렸덩ㅠㅠㅠㅠ  루다  언니 되는거 맞는데   루다루다 아가  오래오래 ~~미얀 )이모가 말도 안되는 소리를 해서 ~~,2023-04-20T01:08:41Z,Neutral 😐,0.0
@susanwilson3091,Have a wonderful  time in Paris Ruda.,2023-04-20T01:06:07Z,Positive 😊,1.0
@รักชาติชีวิตนี้เพื่อเธอ,ลูด้าเก่งจังเลยจ้า,2023-04-20T01:05:58Z,Neutral 😐,0.0
@cowgirlup5402,Why did you visit Paris?  For work or for vacation ?,2023-04-20T01:04:03Z,Neutral 😐,0.0
@TheBub26,"this is ruda&#39;s second visit to europe, that i know about.  she visited the czech rep, germany and poland last time around.  ruda really, really gets around.",2023-04-20T00:53:32Z,Positive 😊,0.067
@GildaAssis-uf6wf,Não entendi esse choro de Rudha que é sempre bem humorada. Mas continua linda,2023-04-20T00:49:57Z,Neutral 😐,0.0
@janetpartyka5968,I like how mom didn&#39;t come to her aid.,2023-04-20T00:05:23Z,Neutral 😐,0.0
@janetpartyka5968,"Good for you dad! She has to learn, and that&#39;s partly what parents are for, to help them understand what is right and wrong. She might not like it now, but as she grows older she will understand. Kids must know that a parent cannot be a friend. A parent teaches right from wrong, responsibility, and all of the other things that go with it. She also must learn that crying will not get her anywhere. It&#39;s okay to cry and be sad, but you still have to follow the rules. I bet many parents can relate to you. Nice job dad!",2023-04-20T00:04:21Z,Positive 😊,0.128
@sissielembeye749,Oooh vous êtes en France ! Et Ruda qui dit &quot;Merci&quot;... trop chou... ! J habite dans le sud ... on ne pourra pas se croiser... Bonnes vacances,2023-04-19T23:36:43Z,Neutral 😐,0.0
@lronbutters5688,Hello! (; Have fun! 💕,2023-04-19T23:31:56Z,Positive 😊,0.375
@이낸시-w9o,민정씨 날씬해지셨네!<br>멋져요~~,2023-04-19T23:19:13Z,Neutral 😐,0.0
@FilizMert06,🥰,2023-04-19T23:08:04Z,Neutral 😐,0.0
@aveatquevale6929,Too cute this little doll,2023-04-19T23:01:30Z,Positive 😊,0.156
@karenmeech4948,She said it was hot dad. Why must you always tease her and upset her.,2023-04-19T22:43:50Z,Positive 😊,0.25
@mengzkiegaming3025,Hi ruda .why are you cry .,2023-04-19T22:39:41Z,Neutral 😐,0.0
@chch2848,프랑스에 있는 루다양 너무 그림 같아요❤,2023-04-19T22:23:36Z,Neutral 😐,0.0
@caro5477,"아름다운 여행, Ruda는 귀여운 소녀입니다. 이것은 기분에 있습니다. 성인은 더 자주 가지고 있습니다. 당신이 청소하는 프랑스에 대한 뉴스를 봤습니다. 그리고 상황은 용감하고 조심하고 한국으로 돌아갑니다.우루과이에서 온 세 사람에게 인사드립니다",2023-04-19T22:09:33Z,Neutral 😐,0.0
@상수배-k5j,루다울리지마세요.,2023-04-19T22:03:52Z,Neutral 😐,0.0
@oxymore4190,KJ arrete de faire pleurer notre petite Ruda car si tu es en France je peux te faire pleurer moi aussi attention ! 😁<br>j&#39;espère que votre séjour sera confortable et amusant et que vous ne serez pas ennuyés par les manifestations !,2023-04-19T21:50:08Z,Neutral 😐,0.0
@martinetinny7854,Ruda ❤❤❤❤❤,2023-04-19T21:44:15Z,Neutral 😐,0.0
@bahiregol3911,Cok tatlisin sen cok  Ruda .Sevimli ruda zeki cocuk opuyotum kocaman🥰🥰🥰🥰🥰🖐🖐🖐,2023-04-19T21:41:49Z,Neutral 😐,0.0
@roulementhabile,"Ruda and (Ruru), MJ and KJ in France !!! Welcome to our country 🤗🇫🇷 even though the temperatures are still cool !!! Ruda was first tired (14-hour trip)  but luckily the smile was back with her coloring book 📘 and the beautiful old merry-go-round 🎠. Ruda&#39;s Merci was well pronounced and KJ&#39;s bonjour was very musical. So funny and surprising: she prefers the big teddy bear 🐻 to the Eiffel Tower 🗼! Enjoy your visit in Paris ! 👋",2023-04-19T21:26:10Z,Positive 😊,0.312
@ACID-kj9gx,"paris is a beautiful city but also very dangerous watch out for bicycles and electric scooters the population is not as nice as korea<br>take care,<br>good stay in France .😃",2023-04-19T21:23:03Z,Positive 😊,0.223
@MeJihee,You travel more than I travel at home 😀<br>Ruda is a beautiful and cute little girl as always,2023-04-19T21:21:42Z,Positive 😊,0.416
@moonmoon5951,سفره سعيده وتحياتي لكم العائله جميها هنا تحب رودا من العراق نحبكم🇮🇶🥰,2023-04-19T21:20:01Z,Neutral 😐,0.0
@sebastienresseyre9275,C est mon pays la France. Merci,2023-04-19T21:12:34Z,Neutral 😐,0.0
@fatimadias518,😍😍😍😍,2023-04-19T21:10:07Z,Neutral 😐,0.0
@240897721,루다 영상을 매일 매알 보고 있어요 참 어린아이가 어른스럽고 또 너무 이뻐요 저는 루다의 앞어리 뱅응 길러서 옆으로 예쁜 꽃빈 으로 장식 하는 머리가 너무 그리워요 더예쁘고요 그러면 얼굴이 뚱뚱 해 보이지 않을 꺼 같에요 한가지 꼭 드리고 싶은 말은 식사 할때 소리 내지 않고 입을 다물고 먹는게 더 예의 있을 거 같에요. 또 한가지는 아이 한테 큰 빵을  먹어버릇 하면 나중에는 몸에 좋을것 같에요.,2023-04-19T21:09:10Z,Neutral 😐,0.0
@sheFEISTY.43110,She is so adorable and I can&#39;t say it enough how cute she is. Cherish her greatly. 💖,2023-04-19T20:55:48Z,Positive 😊,0.45
@pauline5449,Nooo why are you coming in my country while I&#39;m going to Japan 😭 I want to see ruda so bad 💖 have a safe trip in our country,2023-04-19T20:55:07Z,Negative 😡,-0.1
@garycody1929,Ruda does so well after a big flight. International traveller she is.,2023-04-19T20:42:39Z,Neutral 😐,0.0
@nataliakl5202,❤❤❤,2023-04-19T20:42:31Z,Neutral 😐,0.0
@yvettebaligand4151,Quelle bonne surprise ! Bienvenue en France❤❤❤ gros bisous d&#39;une Parisienne🗼🍾🥂,2023-04-19T20:35:40Z,Neutral 😐,0.0
@ranausman6676,Anyoung pillow kiki and blanket <br>Good night 🌉,2023-04-19T20:33:55Z,Neutral 😐,0.0
@tails4461,"oh Ruda is so cute, travel must be fun for her, and she learns more about other countries, it&#39;s really cool enjoy Paris!! God bless Ruda and her family and friends and everyone :)",2023-04-19T20:30:03Z,Positive 😊,0.379
@eyvazcalskan1643,merci for video 😅💐💐💐❤💟🤍,2023-04-19T20:25:12Z,Neutral 😐,0.0
@seahunt6055,Must be nice to have the money to travel the world. How do you manage the time and work? Unless you wprk on computors at home.,2023-04-19T20:04:04Z,Positive 😊,0.6
@-misha.ru-,"папа, не обижай малышку",2023-04-19T19:53:33Z,Neutral 😐,0.0
@김햇님-s2q,마음씨가 너무 예쁜 루다 앞으로도 씩씩하고 예쁜 루다로 자라줘❤,2023-04-19T19:50:01Z,Neutral 😐,0.0
@한히야,오랜비행도 대견하고-!   제아이는 3살때 어딘지 기억도 못하고ㅋㅋ,2023-04-19T19:35:05Z,Neutral 😐,0.0
@raniaan5202,"I was watching your old videos, and Rhoda was very nice, and because I am a new follower, I watched this video, and Rhoda became very provocative and cried over anything",2023-04-19T19:30:48Z,Positive 😊,0.304
@Marisol-yj2ih,Ruda is so cute!!! I am concern about the amount of sugar that she eats tho :(,2023-04-19T19:30:05Z,Positive 😊,0.113
@kimlersue,I always cry sadly as soon as I arrive in France...LOL.,2023-04-19T19:29:42Z,Negative 😡,-0.5
@helokpop_xikers_bts,"Oh yes you came in France ! I remember, last time, in a video&#39;s comment I said that you should come to France, and you did it! So it&#39;s sooooo nice, I&#39;m sure you will enjoy it ! Amusez-vous bien, vous verrez la France va vous plaire ! Au revoir !😂",2023-04-19T19:27:21Z,Positive 😊,0.47
@nightlereclus194,welcom in France ❤,2023-04-19T19:20:44Z,Neutral 😐,0.0
@Yes-q3e,유럽의 4월 날씨는 너무 변화 무쌍해요ㅠㅠ 겨울패딩 입어야 할 때도 있거든요... 아직도 프랑스에 계신지 모르겠네요😮,2023-04-19T19:19:17Z,Neutral 😐,0.0
@neni1879,"Oh I love it,Mom &amp; dad your the best parents ever!! Many Blessings🙏",2023-04-19T19:17:49Z,Positive 😊,0.667
@abilenepalomare9864,"Tadinha  o fuso  horário  deixou ela cansada  e com sono, logo ela fica bem  de novo❤😊",2023-04-19T19:13:41Z,Neutral 😐,0.0
@assiapereira5570,내 나라에 오신 것을 환영합니다👋. 오 그녀는 너무 귀엽다🥰,2023-04-19T19:08:56Z,Neutral 😐,0.0
@autumnballantyne7684,I don’t know how I have come across your channel.. but I live in Canada 🇨🇦 and love watching Ruda’s adventures! She is way too cute!!,2023-04-19T19:08:51Z,Positive 😊,0.514
@user-uc7sl8nc9p,If you have time come visit at Paris 13 Chinatown and try some pho 🍲 😊,2023-04-19T19:04:43Z,Neutral 😐,0.0
@oluchukwuobioma1127,"Kudos to you all, you are a beautiful family. Kudos to KJ for the mix of firmness and love with Ruda. Kudos to MJ too. Lots of love from Africa",2023-04-19T19:02:07Z,Positive 😊,0.617
@johnjongbumjun3853,"헉, 언제 또 프랑스까지?",2023-04-19T18:52:28Z,Neutral 😐,0.0
@ISangaloUnofficialFR,Bienvenue ! :),2023-04-19T18:47:36Z,Positive 😊,0.5
@vivianabarros1154,Que le pasa a Ruda tiene su voz afonica😢y está enojada.😮❤🎉🇦🇷,2023-04-19T18:42:54Z,Neutral 😐,0.0
@atrielle_gamer,OMG I AM IN FRANCE NO WAY 😂 IM PROUD YALL ARE HERE OMG I M CRYING 😭 GOD BLESS YALL!❤,2023-04-19T18:42:13Z,Positive 😊,0.3
@pioupine02,"bienvenue en France, j’espère que vous aller passer un agréable moment :D",2023-04-19T18:37:35Z,Positive 😊,1.0
@rgarlinyc,"It&#39;s good to visit France - their food and wine are wonderful, and a great new country for Ruda-ya to experience!<br>By the way, KJ - after hearing you teach Ruda English and French - sorry, but let me say, stop! and let MJ do that! 🤣🤣🤣",2023-04-19T18:35:10Z,Positive 😊,0.265
@STNeish,"She&#39;s so clever, learning languages so well!",2023-04-19T18:32:27Z,Positive 😊,0.208
@Geomenceur73,"Bienvenue en France, je vous souhaite de passer de bonne vacance. <br><br>Aller vous visité d&#39;autres villes en France ?",2023-04-19T18:28:35Z,Neutral 😐,0.0
@louiswiley6121,"My daughter when she was little called them, &quot;airpane, airpane&quot;.",2023-04-19T18:24:47Z,Negative 😡,-0.188
@wendyrobson1530,Stay safe in France! ❤,2023-04-19T18:24:14Z,Positive 😊,0.625
@louiswiley6121,"She got her feelings hurt, bless her heart. Lots of hugs and kisses and she be alright.",2023-04-19T18:20:43Z,Neutral 😐,0.0
@chantalbarry3023,Très intelligente RUDA BRAVO,2023-04-19T18:13:19Z,Neutral 😐,0.0
@myosotismalva,Baby Ruda on her little plane ❤,2023-04-19T18:07:27Z,Negative 😡,-0.188
@ritaakalele4801,I can relate sleepy Ruda. 😂❤,2023-04-19T18:05:53Z,Neutral 😐,0.0
@chantalbarry3023,Bienvenue en France Ruda et tes Parents bon séjour Bisous❤,2023-04-19T18:05:34Z,Neutral 😐,0.0
@thomas74london,tiens pkoi la france? pullman...hmmm cest pas donné non plus,2023-04-19T18:00:47Z,Neutral 😐,0.0
@rich8436,&#39;Why did RUDA cry sadly as soon as she arrived in France?&#39; Because you took the poor thing to France.,2023-04-19T17:53:32Z,Negative 😡,-0.45
@maryveverneau,Je vous souhaite la bienvenue à Paris ! Amitié de France,2023-04-19T17:51:32Z,Neutral 😐,0.0
@tocagirlm9005,Ruda !! Hello ❤I live in France and i Realy want to meet you but you are in paris and i am in vandœuvre lès Nancy 😢❤,2023-04-19T17:48:32Z,Positive 😊,0.136
@GetsomeIcy,Going there during this time. Seriously?,2023-04-19T17:46:03Z,Negative 😡,-0.333
@이이민-f5j,루다 침대에서 뒹굴할때보니  키커졌다 많이 길어졌어 ㅎㅎ 아기인줄알았는데 잘크고있다ㅜㅜ 조금만더 아기로있어줬음하는데 커가는 루다도 계속보고싶다,2023-04-19T17:39:17Z,Neutral 😐,0.0
@guyguy2937,ahhh enfin on vous voit à Paris....les &quot;bonjour&quot; et &quot;merci&quot; trop mignons!!,2023-04-19T17:26:05Z,Neutral 😐,0.0
@ariochiv,Ruda&#39;s almost too big for the stroller! 😍,2023-04-19T17:16:49Z,Neutral 😐,0.0
@Sar-sb1rp,❤❤,2023-04-19T17:15:29Z,Neutral 😐,0.0
@rkartifex,Poor Ruda she wasn’t having a great start 😢,2023-04-19T17:02:14Z,Positive 😊,0.2
@TheElhabe25,"Adorable, and Ruda really adjust traveling fast👏😍❤️<br>Enjoy Paris Lee&#39;s family 🎉",2023-04-19T16:59:00Z,Positive 😊,0.35
@fainahc4995,"Ruda, KJ, and MJ in Paris, 🤩😍🥰",2023-04-19T16:57:32Z,Neutral 😐,0.0
@BenjaminCohanim,Bienvenue ! :),2023-04-19T16:55:25Z,Positive 😊,0.5
@lawrencelyman3372,"I absolutely love that Ruda still has, and loves her RuRu. I&#39;m a 52 year old man and I actually still miss my first stuffed animal, a bunny I got after a childhood surgery . RuRu is great.",2023-04-19T16:53:13Z,Positive 😊,0.33
@Melissa-SC73,"I’ve always dreamed of going to France. However that is a problem of going to other countries. See, I’m scared of flying. Very scared of it and afraid of heights. Anyway, it’s so adorable how Ruda has her stuffed animal buckled in the seatbelt in the vehicle.",2023-04-19T16:53:03Z,Negative 😡,-0.006
@ayshemaylke5344,❤,2023-04-19T16:49:56Z,Neutral 😐,0.0
@WorldAround01,"Ruda is sleepy and tired, that&#39;s why she is crying, she is tired she doesn&#39;t want to eat.",2023-04-19T16:42:48Z,Negative 😡,-0.333
@saidarrach4366,Belle RUDA profite et BODAWA hhhhhhhhhhhhhhh,2023-04-19T16:41:53Z,Neutral 😐,0.0
@kaneka3128,Bienvenue en France ❤️,2023-04-19T16:41:27Z,Neutral 😐,0.0
@Amakusa701,"Bienvenue en France, Ruda ^^",2023-04-19T16:41:21Z,Neutral 😐,0.0
@PaulPaullus,"<a href=""https://www.youtube.com/watch?v=BhWQO75zRd0&amp;t=600"">10:00</a> -&gt; 좋은 스웨터 루다      &#39;Joli pull Ruda&#39;<br><a href=""https://www.youtube.com/watch?v=BhWQO75zRd0&amp;t=818"">13:38</a> -&gt; MJ( 좋은 다이어트  &#39; bien régime&#39;   )   날씬한 체형  &#39;silhouette mince&#39;     빛나는 얼굴    &#39;visage éclatant&#39;       절묘한 귀걸이   &#39;boucles d&#39;oreilles exquises&#39;",2023-04-19T16:40:57Z,Positive 😊,0.25
@johnbhai7147,"that <a href=""https://www.youtube.com/watch?v=BhWQO75zRd0&amp;t=496"">8:16</a> .... what was that...🤣🤣 it looks like you chopped from someones then served ...",2023-04-19T16:33:31Z,Neutral 😐,0.0
@GildaAssis-uf6wf,"Que houve nessa viagem que lhe deixou de mal humor, vc sempre tão  alegre?😊",2023-04-19T16:27:15Z,Neutral 😐,0.0
@GildaAssis-uf6wf,Oh minha linda Rudha. Por que tão zangada seu pai que é tão carinhoso com vc?,2023-04-19T16:26:11Z,Neutral 😐,0.0
@tyi7778,루다맘 유모차 등받이가 자동으로조절되는거에요? 상체세우니 저절로 세워지게보이는데 내눈이 고장낫나요?<br>전에 알려준정보가없어졌어요 <br>죄송하지만 한번만더 알려주세요 <br>아직고민중이라서요,2023-04-19T16:24:05Z,Neutral 😐,0.0
@johnbhai7147,first time ruda went to &#39;&#39;im not interested mode&#39;&#39; 🤣🤣🤣🤣🤣🤣🤣 too cute,2023-04-19T16:22:54Z,Positive 😊,0.208
@redlipstickmafia,"Thank you so much KJ and MJ and Ruda of course, I&#39;m stuck inside in the U.S.,  not feeling well and I got to see what it&#39;s like to travel to France! I love watching you guys on your fun trips around the world! And you are such wonderful parents, you do such an amazing job making Ruda feel safe and happy! 😇💖",2023-04-19T16:18:49Z,Positive 😊,0.469
@kaylabellevue5894,I am subscribed to you I come from France 🇫🇷 ❤,2023-04-19T16:13:42Z,Neutral 😐,0.0
@samersonmelo747,Linda demais fofa,2023-04-19T16:09:25Z,Neutral 😐,0.0
@kevinfitzpatrick8532,World traveler Ruda 😄🗼❤️👍,2023-04-19T16:04:10Z,Neutral 😐,0.0
@happpinessworld7173,I am always so happy to  see your vlogs. There is always a smile on my face when I see Ruda. Lot&#39;s of love .,2023-04-19T15:58:32Z,Positive 😊,0.533
@nathalielegoff6284,"Bonjour RUDA, j&#39;habite en Bretagne,  je t&#39;embrasse 🇨🇵",2023-04-19T15:58:31Z,Neutral 😐,0.0
@PacificoNajarilaJr,That&#39;s good Ruda you know how to say thank you in French🤩🤩you&#39;re a smart little princess...I like that smile it seem&#39;s that she&#39;s enjoying her snack&#39;s😂😂...enjoy your trip to Paris Ruda...🤩🤩❤(Hairy Potter),2023-04-19T15:57:21Z,Positive 😊,0.305
@valouMJcalifornia7,"Welcome in the country where you cry when you arrive because there is always something wrong (even a little detail) 😉This is how I realize that Korea has everything for kids at any age. Be careful with the meteo🌧. The weather can change quickly. A day you can think it&#39;s last autumn and the day after it will be hot🌞. The summers are awful (more than 45 degrees in some places in the south). <br>MJ and KJ you really are amazing parents for teaching Ruda a few words in each country you have visited. It&#39;s a pity that french people especially from Paris don&#39;t make an effort to speak english !!!! I have never understood that. They don&#39;t even understand french Canadian lol 😅Everytime I went abroad I learnt some sentences from the country I went to. <br>I hope you will have a nice stay. France is not Korea so be careful with your personnel stuff (ID, money, phone and so on) and keep Ruda close to you. I know you are very careful. Take care of yourselves and don&#39;t catch (another) a cold 🤗❣",2023-04-19T15:56:22Z,Positive 😊,0.044
@palomaburguera3687,Los niños lloran en los viajes y es normal. Están cansados e irritables. Los padres deben tener mucha paciencia. No deben de malcriarla y acceder a todos sus caprichos o será perjudicial para ella. Ser padre es difícil. Tienes que educarles con amor y paciencia pero también con disciplina.,2023-04-19T15:56:07Z,Positive 😊,0.15
@brazilianTT,"<a href=""https://www.youtube.com/watch?v=BhWQO75zRd0&amp;t=489"">8:09</a> Ruda saying bread so adorably 😭😭❤️❤️",2023-04-19T15:53:46Z,Positive 😊,0.5
@VANI77ASKY,"<a href=""https://www.youtube.com/watch?v=BhWQO75zRd0&amp;t=728"">12:08</a> 다 큰애 같애 정말 너무 귀엽당",2023-04-19T15:50:06Z,Neutral 😐,0.0
@roymichaeldeanable,"I was on my way to Paris last Wednesday but got there too late for Eurostar, rearranged for August",2023-04-19T15:44:19Z,Negative 😡,-0.15
@rahmisyafura7773,&quot;아빠 먹어 ☝&quot; <br>😂😂😂😂❤,2023-04-19T15:43:16Z,Neutral 😐,0.0
@ogatomia3803,Um beijo do Brasil 🇧🇷 <br><br>Ruda é muito fofinha 🥰,2023-04-19T15:42:23Z,Neutral 😐,0.0
@christineflorentin3089,"Welcome in Paris ! Hope you will enjoy your time here! Yes, the weather is not  very fine...kiss for Ruda 😊",2023-04-19T15:41:22Z,Positive 😊,0.467
@SeryHermann,Bienvenue en France ruda avec ta famille ❤❤❤❤🇫🇷🇫🇷,2023-04-19T15:34:39Z,Neutral 😐,0.0
@nawaalmalik23,Her name is ruda or luda?,2023-04-19T15:29:58Z,Neutral 😐,0.0
@SAM_MCC,"Ah gutted I was in Paris last week would have loved to have crossed paths with KJ, MJ and Ruda. Have a great vacation. 😊",2023-04-19T15:29:57Z,Positive 😊,0.5
@Стелла-щ3в,"Ruda, super bebi💕",2023-04-19T15:29:38Z,Positive 😊,0.333
@philliptran7164,"This adorable baby has some amazing weapons to use against her pappa: &quot;I won&#39;t play with you anymore&quot;, and &quot;Don&#39;t look at me.&quot;  lol",2023-04-19T15:28:25Z,Positive 😊,0.633
@7MPhonemicEnglish,🙋Ruda🙂 It&#39;s hard to wake up in the middle of the night isn&#39;t it? Somebody  should send you a little jacket for RuRu I think.,2023-04-19T15:27:56Z,Negative 😡,-0.16
@anoopvarun2122,Rudaya is like marshmallow. She is too sweet😊😊😊,2023-04-19T15:27:31Z,Neutral 😐,0.0
@김찐찐-n2v,루다는 너무 귀엽구 <br>루다 어머님은 다욧 하시더니 이뻐지셨구<br>루다 아버님은 루다 좀 그만 울려욧!! ㅎㅎ,2023-04-19T15:26:25Z,Neutral 😐,0.0
@ميدوريا-ر3و,مرحبا 🇮🇶🇮🇶,2023-04-19T15:22:12Z,Neutral 😐,0.0
@jampel2797,Its just some hour&#39;s in train from paris.,2023-04-19T15:20:29Z,Neutral 😐,0.0
@jampel2797,Visit switzerland,2023-04-19T15:19:57Z,Neutral 😐,0.0
@anoopvarun2122,KJ why are you making Ruda cry😢😢😢,2023-04-19T15:18:34Z,Neutral 😐,0.0
@katherinebond6252,Elle dit merci belle petite fille cette Ruda adorable 🇨🇦💗👏,2023-04-19T15:13:11Z,Positive 😊,0.5
@maryhartman9253,World traveler LeeRuda!! 🤣💕💕💕💕 Safe travels gang!! Enjoy beautiful Paris! 🇨🇵,2023-04-19T15:10:55Z,Positive 😊,0.727
@omassirait6348,Mantaaap ruda,2023-04-19T15:09:26Z,Neutral 😐,0.0
@peiching1363,"Pretty, kind, cute Ruda...such a joy to see you again.  Love her heavy breathing and her voice which i heard is a teenie bit husky.. ❤❤❤<br>Hahaha flamingo tee shirt and sparkling swimsuit.. <br>MJ looks prettier and prettier. 💃 Beautiful and kind family. 👨‍👩‍👧Exemplary.  ❤❤❤",2023-04-19T15:08:48Z,Positive 😊,0.488
